OrderID,CustomerID,State,OrderDate,OrderSeason,OrderDayOfWeek,ProductCategory,ProductSubCategory,UnitPrice,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,DeviceType,MembershipTier,ShippingDays,Returned,ReviewScore
ORD-010940,CUST-08351,CA,03-10-2023,Spring,Friday,Electronics,Tablets,614.38,1,614.38,0,0,614.38,Buy Now Pay Later,Desktop,Silver,3,Yes,5
ORD-010941,CUST-03890,IL,02-11-2025,Winter,Tuesday,Sports & Outdoors,Fitness Equipment,299.87,1,299.87,20,59.97,239.9,Google Pay,Tablet,Bronze,1,No,4
ORD-010942,CUST-07049,MS,04-09-2022,Spring,Saturday,Books,Non-Fiction,25.81,1,25.81,0,0,25.81,PayPal,Mobile,Silver,4,No,4
ORD-010943,CUST-07866,AL,08-09-2022,Summer,Tuesday,Toys & Games,Board Games,32.45,1,32.45,0,0,32.45,Buy Now Pay Later,Desktop,Silver,2,No,5
ORD-010944,CUST-05312,OR,5/15/2023,Spring,Monday,Electronics,Smartphones,260.3,1,260.3,0,0,260.3,Credit Card,Mobile,Bronze,6,No,5
ORD-010945,CUST-01957,NJ,10/16/2023,Fall,Monday,Books,History,34.77,1,34.77,0,0,34.77,Gift Card,Mobile,Silver,5,No,4
ORD-010946,CUST-07549,NV,7/24/2024,Summer,Wednesday,Toys & Games,Board Games,106.2,1,106.2,25,26.55,79.65,PayPal,Desktop,Silver,7,No,4
ORD-010947,CUST-07491,MA,5/16/2023,Spring,Tuesday,Home & Kitchen,Storage,65.59,1,65.59,15,9.84,55.75,Apple Pay,Desktop,Silver,3,No,4
ORD-010948,CUST-08797,GA,10-10-2023,Fall,Tuesday,Grocery,Organic,31.53,2,63.06,0,0,63.06,Credit Card,Desktop,Bronze,5,No,3
ORD-010949,CUST-08574,WV,03-03-2024,Spring,Sunday,Sports & Outdoors,Cycling,353.78,1,353.78,0,0,353.78,Buy Now Pay Later,Mobile,Silver,3,No,4
ORD-010950,CUST-05034,MT,1/27/2023,Winter,Friday,Books,Fiction,46.15,1,46.15,0,0,46.15,Debit Card,Tablet,Platinum,5,No,4
ORD-010951,CUST-06791,ID,5/24/2022,Spring,Tuesday,Home & Kitchen,Bedding,249.29,1,249.29,0,0,249.29,Credit Card,Mobile,Bronze,3,No,4
ORD-010952,CUST-04880,MA,12/22/2022,Winter,Thursday,Health & Wellness,Supplements,99.17,1,99.17,0,0,99.17,Buy Now Pay Later,Tablet,Gold,5,No,4
ORD-010953,CUST-06656,WY,2/16/2024,Winter,Friday,Toys & Games,Puzzles,30.97,2,61.94,0,0,61.94,Apple Pay,Desktop,Silver,2,No,5
ORD-010954,CUST-05880,NJ,6/13/2024,Summer,Thursday,Books,Fiction,49.87,2,99.74,0,0,99.74,PayPal,Tablet,Bronze,5,No,5
ORD-010955,CUST-08848,ID,7/20/2024,Summer,Saturday,Automotive,Car Care,251.43,2,502.86,0,0,502.86,Credit Card,Mobile,Bronze,4,No,4
ORD-010956,CUST-03448,AR,4/22/2024,Spring,Monday,Automotive,Parts,156.77,2,313.54,0,0,313.54,Debit Card,Tablet,Bronze,1,No,5
ORD-010957,CUST-08427,MO,08-05-2022,Summer,Friday,Beauty & Personal Care,Skincare,56.69,1,56.69,0,0,56.69,Gift Card,Mobile,Bronze,5,No,5
ORD-010958,CUST-03239,NH,5/30/2022,Spring,Monday,Health & Wellness,Fitness Accessories,103.56,1,103.56,0,0,103.56,Apple Pay,Mobile,Bronze,3,No,4
ORD-010959,CUST-08116,AL,10-01-2022,Fall,Saturday,Grocery,Organic,18.77,1,18.77,0,0,18.77,PayPal,Tablet,Silver,3,No,5
ORD-010960,CUST-01265,GA,11-07-2024,Fall,Thursday,Clothing,Bottoms,97.39,1,97.39,0,0,97.39,Debit Card,Tablet,Platinum,1,No,3
ORD-010961,CUST-02068,AL,12/25/2022,Winter,Sunday,Books,History,48.08,2,96.16,5,4.81,91.35,PayPal,Mobile,Silver,7,No,5
ORD-010962,CUST-03362,DE,01-12-2022,Winter,Wednesday,Sports & Outdoors,Team Sports,136.79,2,273.58,0,0,273.58,Credit Card,Mobile,Gold,5,No,4
ORD-010963,CUST-05059,NC,07-10-2024,Summer,Wednesday,Toys & Games,Puzzles,60.17,2,120.34,0,0,120.34,Apple Pay,Tablet,Silver,2,No,5
ORD-010964,CUST-01083,AK,7/24/2022,Summer,Sunday,Books,History,29.19,1,29.19,15,4.38,24.81,Apple Pay,Tablet,Gold,3,No,3
ORD-010965,CUST-07434,OK,11/13/2022,Fall,Sunday,Toys & Games,Action Figures,119.82,1,119.82,5,5.99,113.83,Apple Pay,Desktop,Silver,4,Yes,5
ORD-010966,CUST-04452,TX,10/20/2022,Fall,Thursday,Automotive,Car Care,88.65,1,88.65,10,8.86,79.79,Debit Card,Tablet,Gold,5,No,3
ORD-010967,CUST-08772,AK,10/28/2023,Fall,Saturday,Books,History,25.55,1,25.55,10,2.56,22.99,PayPal,Mobile,Platinum,2,No,4
ORD-010968,CUST-08803,MA,05-11-2023,Spring,Thursday,Beauty & Personal Care,Fragrances,50.87,1,50.87,0,0,50.87,PayPal,Desktop,Gold,1,No,3
ORD-010969,CUST-01798,OK,11-05-2023,Fall,Sunday,Beauty & Personal Care,Haircare,68.6,1,68.6,10,6.86,61.74,Gift Card,Mobile,Gold,2,No,5
ORD-010970,CUST-02880,MN,04-02-2024,Spring,Tuesday,Health & Wellness,Fitness Accessories,77.44,2,154.88,0,0,154.88,Google Pay,Desktop,Gold,3,No,4
ORD-010971,CUST-02490,WA,2/17/2023,Winter,Friday,Automotive,Car Care,204.84,1,204.84,0,0,204.84,PayPal,Tablet,Bronze,4,No,5
ORD-010972,CUST-08052,VT,10-07-2024,Fall,Monday,Grocery,Snacks,3.73,3,11.19,15,1.68,9.51,PayPal,Desktop,Platinum,4,No,5
ORD-010973,CUST-05657,WY,4/24/2023,Spring,Monday,Grocery,Dairy,21.04,3,63.12,0,0,63.12,Credit Card,Desktop,Silver,4,No,4
ORD-010974,CUST-02137,WV,2/23/2023,Winter,Thursday,Health & Wellness,Mental Wellness,111.15,1,111.15,0,0,111.15,Gift Card,Tablet,Silver,4,No,4
ORD-010975,CUST-01461,WA,1/14/2023,Winter,Saturday,Health & Wellness,Supplements,76.37,1,76.37,5,3.82,72.55,Gift Card,Tablet,Silver,6,No,4
ORD-010976,CUST-08100,IN,08-12-2024,Summer,Monday,Health & Wellness,Medical Devices,53.39,1,53.39,15,8.01,45.38,Debit Card,Mobile,Bronze,3,No,3
ORD-010977,CUST-02134,NM,04-04-2022,Spring,Monday,Electronics,Headphones,122.14,1,122.14,0,0,122.14,Credit Card,Mobile,Platinum,5,No,5
ORD-010978,CUST-02745,NC,11-06-2023,Fall,Monday,Home & Kitchen,Appliances,123.17,1,123.17,5,6.16,117.01,Apple Pay,Tablet,Gold,4,No,2
ORD-010979,CUST-07056,SC,1/17/2022,Winter,Monday,Automotive,Car Accessories,137.77,5,688.85,0,0,688.85,PayPal,Tablet,Silver,4,No,4
ORD-010980,CUST-06023,SD,03-06-2023,Spring,Monday,Sports & Outdoors,Camping Gear,63.58,1,63.58,0,0,63.58,Google Pay,Desktop,Bronze,3,No,5
ORD-010981,CUST-07133,CA,09-12-2024,Fall,Thursday,Automotive,Parts,181.15,1,181.15,5,9.06,172.09,Apple Pay,Mobile,Bronze,3,No,5
ORD-010982,CUST-05452,TN,3/24/2022,Spring,Thursday,Sports & Outdoors,Fitness Equipment,435.11,1,435.11,0,0,435.11,Buy Now Pay Later,Mobile,Platinum,5,No,5
ORD-010983,CUST-06796,MI,11-03-2022,Fall,Thursday,Grocery,Bakery,31.77,1,31.77,5,1.59,30.18,Debit Card,Mobile,Platinum,3,No,5
ORD-010984,CUST-06410,LA,10-09-2022,Fall,Sunday,Beauty & Personal Care,Haircare,20.25,1,20.25,0,0,20.25,Apple Pay,Tablet,Silver,4,No,5
ORD-010985,CUST-03890,WI,11-11-2024,Fall,Monday,Beauty & Personal Care,Skincare,86.87,2,173.74,0,0,173.74,PayPal,Tablet,Bronze,4,No,3
ORD-010986,CUST-03777,AL,01-10-2023,Winter,Tuesday,Books,History,7.67,1,7.67,0,0,7.67,Apple Pay,Tablet,Platinum,4,No,3
ORD-010987,CUST-02564,WV,5/17/2023,Spring,Wednesday,Grocery,Organic,23.69,1,23.69,0,0,23.69,Debit Card,Tablet,Bronze,3,No,1
ORD-010988,CUST-02703,KY,11/24/2022,Fall,Thursday,Health & Wellness,Vitamins,25.48,1,25.48,0,0,25.48,Credit Card,Desktop,Silver,4,No,4
ORD-010989,CUST-04682,NC,12-01-2023,Winter,Friday,Books,Fiction,45.02,2,90.04,20,18.01,72.03,Credit Card,Desktop,Bronze,4,No,4
ORD-010990,CUST-04762,NC,01-06-2023,Winter,Friday,Sports & Outdoors,Cycling,72.46,1,72.46,0,0,72.46,Debit Card,Mobile,Gold,4,No,4
ORD-010991,CUST-06464,AZ,11/27/2022,Fall,Sunday,Sports & Outdoors,Cycling,334.29,1,334.29,0,0,334.29,PayPal,Desktop,Platinum,2,No,5
ORD-010992,CUST-05127,KY,7/14/2023,Summer,Friday,Grocery,Bakery,43.4,2,86.8,10,8.68,78.12,Gift Card,Mobile,Platinum,3,No,4
ORD-010993,CUST-02629,WI,02-09-2025,Winter,Sunday,Clothing,Bottoms,41.92,2,83.84,5,4.19,79.65,Gift Card,Tablet,Gold,6,No,5
ORD-010994,CUST-08313,MI,1/17/2025,Winter,Friday,Home & Kitchen,Decor,231.79,1,231.79,0,0,231.79,Credit Card,Desktop,Silver,3,Yes,4
ORD-010995,CUST-01751,AZ,5/21/2024,Spring,Tuesday,Beauty & Personal Care,Makeup,40,5,200,15,30,170,Buy Now Pay Later,Desktop,Gold,5,No,4
ORD-010996,CUST-04162,UT,1/29/2022,Winter,Saturday,Health & Wellness,Vitamins,128.95,2,257.9,15,38.68,219.22,PayPal,Mobile,Silver,4,No,4
ORD-010997,CUST-06423,WI,10/19/2023,Fall,Thursday,Clothing,Bottoms,118.02,1,118.02,0,0,118.02,Gift Card,Mobile,Silver,3,No,1
ORD-010998,CUST-03686,GA,7/31/2022,Summer,Sunday,Health & Wellness,Vitamins,81.24,2,162.48,10,16.25,146.23,Credit Card,Mobile,Silver,5,No,4
ORD-010999,CUST-02157,AL,12/19/2024,Winter,Thursday,Grocery,Bakery,13.17,2,26.34,0,0,26.34,Apple Pay,Tablet,Gold,5,No,4
ORD-011000,CUST-05129,PA,9/15/2022,Fall,Thursday,Automotive,Tools,147.92,1,147.92,5,7.4,140.52,Gift Card,Tablet,Platinum,5,No,3
ORD-011001,CUST-03836,SC,03-03-2024,Spring,Sunday,Clothing,Bottoms,62.98,1,62.98,0,0,62.98,Apple Pay,Mobile,Bronze,4,No,5
ORD-011002,CUST-05547,PA,2/16/2024,Winter,Friday,Sports & Outdoors,Cycling,274.99,1,274.99,20,55,219.99,PayPal,Tablet,Gold,5,Yes,4
ORD-011003,CUST-03983,ID,11/29/2022,Fall,Tuesday,Sports & Outdoors,Fitness Equipment,71.67,1,71.67,10,7.17,64.5,Gift Card,Tablet,Bronze,6,No,5
ORD-011004,CUST-08044,CT,7/28/2022,Summer,Thursday,Toys & Games,Outdoor Toys,107.69,1,107.69,0,0,107.69,Credit Card,Tablet,Bronze,5,No,3
ORD-011005,CUST-05437,CA,10/31/2024,Fall,Thursday,Grocery,Snacks,20.43,2,40.86,0,0,40.86,Credit Card,Desktop,Gold,5,No,5
ORD-011006,CUST-05853,VT,11-12-2024,Fall,Tuesday,Beauty & Personal Care,Haircare,25.96,2,51.92,0,0,51.92,Gift Card,Desktop,Gold,2,No,3
ORD-011007,CUST-08398,AZ,09-05-2022,Fall,Monday,Grocery,Beverages,46.02,1,46.02,20,9.2,36.82,Credit Card,Desktop,Bronze,5,Yes,1
ORD-011008,CUST-01234,LA,04-06-2023,Spring,Thursday,Grocery,Dairy,43.03,2,86.06,5,4.3,81.76,Apple Pay,Desktop,Bronze,4,No,4
ORD-011009,CUST-03836,IL,10/15/2024,Fall,Tuesday,Clothing,Accessories,185.35,1,185.35,0,0,185.35,PayPal,Desktop,Silver,4,No,5
ORD-011010,CUST-05266,NJ,1/22/2025,Winter,Wednesday,Toys & Games,Action Figures,109.17,1,109.17,15,16.38,92.79,PayPal,Tablet,Gold,3,No,3
ORD-011011,CUST-07207,MS,12/21/2022,Winter,Wednesday,Grocery,Dairy,14.13,1,14.13,0,0,14.13,Google Pay,Desktop,Bronze,2,No,1
ORD-011012,CUST-02846,KS,12-09-2023,Winter,Saturday,Books,History,37.27,4,149.08,0,0,149.08,PayPal,Desktop,Silver,4,No,4
ORD-011013,CUST-04720,AR,06-07-2024,Summer,Friday,Electronics,Laptops,948.77,1,948.77,20,189.75,759.02,Debit Card,Tablet,Silver,5,No,5
ORD-011014,CUST-05693,ND,10-12-2023,Fall,Thursday,Sports & Outdoors,Fitness Equipment,81.13,1,81.13,5,4.06,77.07,Gift Card,Mobile,Platinum,6,No,5
ORD-011015,CUST-03776,MD,11/28/2024,Fall,Thursday,Home & Kitchen,Cookware,259.24,3,777.72,20,155.54,622.18,Credit Card,Mobile,Bronze,2,No,5
ORD-011016,CUST-01321,UT,2/22/2025,Winter,Saturday,Health & Wellness,Supplements,149.01,1,149.01,0,0,149.01,Gift Card,Tablet,Gold,4,No,5
ORD-011017,CUST-07375,AL,1/31/2022,Winter,Monday,Sports & Outdoors,Cycling,166.42,1,166.42,0,0,166.42,Google Pay,Desktop,Bronze,3,No,3
ORD-011018,CUST-08076,IA,9/19/2023,Fall,Tuesday,Electronics,Tablets,60.69,1,60.69,0,0,60.69,Google Pay,Desktop,Platinum,4,No,4
ORD-011019,CUST-01541,KY,10-04-2023,Fall,Wednesday,Clothing,Outerwear,73.03,1,73.03,0,0,73.03,PayPal,Tablet,Gold,5,No,3
ORD-011020,CUST-01738,WY,3/28/2024,Spring,Thursday,Grocery,Bakery,48.43,1,48.43,20,9.69,38.74,Buy Now Pay Later,Mobile,Bronze,5,No,3
ORD-011021,CUST-01973,NV,12-05-2023,Winter,Tuesday,Books,Science,10.64,1,10.64,0,0,10.64,PayPal,Mobile,Silver,5,No,3
ORD-011022,CUST-07201,AL,3/28/2024,Spring,Thursday,Electronics,Tablets,177.62,1,177.62,0,0,177.62,Google Pay,Mobile,Silver,3,No,5
ORD-011023,CUST-06613,ND,8/25/2023,Summer,Friday,Electronics,Smartphones,237.17,2,474.34,0,0,474.34,Gift Card,Mobile,Platinum,1,No,4
ORD-011024,CUST-02457,ID,7/16/2022,Summer,Saturday,Clothing,Accessories,133.64,1,133.64,15,20.05,113.59,Buy Now Pay Later,Desktop,Gold,2,Yes,5
ORD-011025,CUST-06680,PA,2/20/2025,Winter,Thursday,Toys & Games,Outdoor Toys,22.03,1,22.03,0,0,22.03,Buy Now Pay Later,Mobile,Platinum,3,No,5
ORD-011026,CUST-02226,KS,12/15/2024,Winter,Sunday,Health & Wellness,Medical Devices,63.04,2,126.08,0,0,126.08,Debit Card,Tablet,Silver,5,No,5
ORD-011027,CUST-03548,AL,10-09-2023,Fall,Monday,Grocery,Dairy,21.59,2,43.18,0,0,43.18,PayPal,Mobile,Bronze,2,No,3
ORD-011028,CUST-03906,FL,02-01-2022,Winter,Tuesday,Automotive,Car Care,77.87,4,311.48,15,46.72,264.76,PayPal,Desktop,Platinum,3,No,3
ORD-011029,CUST-06535,MI,8/28/2023,Summer,Monday,Electronics,Laptops,765.6,1,765.6,5,38.28,727.32,Apple Pay,Mobile,Platinum,3,No,4
ORD-011030,CUST-05618,IN,12/27/2024,Winter,Friday,Grocery,Organic,35.62,1,35.62,0,0,35.62,PayPal,Desktop,Gold,3,No,4
ORD-011031,CUST-04798,NM,4/29/2024,Spring,Monday,Beauty & Personal Care,Oral Care,66.81,3,200.43,0,0,200.43,PayPal,Mobile,Gold,3,No,1
ORD-011032,CUST-08348,IL,12/24/2022,Winter,Saturday,Automotive,Electronics,16.52,1,16.52,5,0.83,15.69,Debit Card,Desktop,Bronze,2,No,4
ORD-011033,CUST-01345,WY,8/26/2023,Summer,Saturday,Sports & Outdoors,Cycling,430.77,1,430.77,0,0,430.77,Credit Card,Tablet,Platinum,5,No,5
ORD-011034,CUST-03335,MA,09-01-2022,Fall,Thursday,Toys & Games,Puzzles,84.99,4,339.96,10,34,305.96,PayPal,Tablet,Silver,3,Yes,4
ORD-011035,CUST-02804,DE,03-05-2022,Spring,Saturday,Beauty & Personal Care,Oral Care,15.52,1,15.52,0,0,15.52,Buy Now Pay Later,Tablet,Bronze,3,No,5
ORD-011036,CUST-02199,CA,09-01-2024,Fall,Sunday,Beauty & Personal Care,Haircare,55.37,1,55.37,15,8.31,47.06,Buy Now Pay Later,Tablet,Platinum,4,No,4
ORD-011037,CUST-08467,CA,06-05-2022,Summer,Sunday,Electronics,Headphones,166.65,2,333.3,0,0,333.3,Gift Card,Desktop,Silver,3,No,4
ORD-011038,CUST-02982,DE,1/26/2024,Winter,Friday,Clothing,Footwear,77.94,1,77.94,0,0,77.94,Apple Pay,Mobile,Silver,5,No,3
ORD-011039,CUST-04001,UT,02-07-2025,Winter,Friday,Health & Wellness,Medical Devices,90.42,1,90.42,0,0,90.42,Apple Pay,Mobile,Platinum,2,No,4
ORD-011040,CUST-04210,OH,2/29/2024,Winter,Thursday,Clothing,Accessories,167.08,2,334.16,10,33.42,300.74,Apple Pay,Tablet,Bronze,4,No,4
ORD-011041,CUST-08909,MS,2/17/2024,Winter,Saturday,Books,Fiction,37.53,1,37.53,0,0,37.53,Gift Card,Tablet,Gold,5,No,3
ORD-011042,CUST-03325,NJ,10/19/2024,Fall,Saturday,Health & Wellness,Vitamins,106.15,2,212.3,0,0,212.3,Buy Now Pay Later,Tablet,Bronze,4,No,4
ORD-011043,CUST-06436,AL,05-10-2023,Spring,Wednesday,Home & Kitchen,Bedding,329.72,1,329.72,15,49.46,280.26,Gift Card,Mobile,Platinum,1,No,3
ORD-011044,CUST-06995,NC,11/27/2023,Fall,Monday,Clothing,Bottoms,179.53,2,359.06,0,0,359.06,PayPal,Desktop,Bronze,2,No,4
ORD-011045,CUST-07378,OH,1/31/2022,Winter,Monday,Health & Wellness,Medical Devices,60.95,3,182.85,0,0,182.85,Buy Now Pay Later,Tablet,Bronze,4,No,3
ORD-011046,CUST-01065,VA,6/22/2022,Summer,Wednesday,Beauty & Personal Care,Skincare,16.09,1,16.09,15,2.41,13.68,Gift Card,Desktop,Silver,1,No,3
ORD-011047,CUST-06602,CA,6/20/2024,Summer,Thursday,Health & Wellness,Supplements,64.82,1,64.82,25,16.2,48.62,Google Pay,Mobile,Gold,5,No,2
ORD-011048,CUST-08672,UT,4/14/2022,Spring,Thursday,Automotive,Car Care,271.02,1,271.02,5,13.55,257.47,PayPal,Desktop,Platinum,3,No,5
ORD-011049,CUST-08586,HI,1/22/2022,Winter,Saturday,Automotive,Tools,33.9,1,33.9,0,0,33.9,Buy Now Pay Later,Tablet,Silver,5,No,5
ORD-011050,CUST-06931,PA,09-03-2024,Fall,Tuesday,Grocery,Dairy,17.07,1,17.07,0,0,17.07,Google Pay,Tablet,Silver,4,No,3
ORD-011051,CUST-03834,MO,04-01-2024,Spring,Monday,Beauty & Personal Care,Makeup,51.63,1,51.63,0,0,51.63,Credit Card,Mobile,Silver,4,No,1
ORD-011052,CUST-01327,SC,6/30/2023,Summer,Friday,Books,History,11.68,1,11.68,15,1.75,9.93,Apple Pay,Mobile,Silver,2,No,5
ORD-011053,CUST-03177,NJ,8/19/2024,Summer,Monday,Books,Fiction,42.4,1,42.4,0,0,42.4,Buy Now Pay Later,Mobile,Bronze,5,Yes,4
ORD-011054,CUST-07395,AR,1/21/2023,Winter,Saturday,Clothing,Bottoms,28.52,1,28.52,25,7.13,21.39,Google Pay,Desktop,Platinum,5,No,1
ORD-011055,CUST-07083,CT,10/18/2023,Fall,Wednesday,Beauty & Personal Care,Skincare,88.48,2,176.96,10,17.7,159.26,Buy Now Pay Later,Mobile,Silver,1,No,4
ORD-011056,CUST-02194,ME,7/31/2024,Summer,Wednesday,Beauty & Personal Care,Oral Care,41.48,1,41.48,0,0,41.48,Credit Card,Tablet,Silver,1,No,4
ORD-011057,CUST-03778,NC,07-01-2024,Summer,Monday,Sports & Outdoors,Team Sports,268.51,1,268.51,0,0,268.51,Gift Card,Mobile,Silver,1,No,5
ORD-011058,CUST-07667,SD,12/16/2022,Winter,Friday,Electronics,Cameras,76.48,1,76.48,0,0,76.48,Google Pay,Desktop,Gold,4,No,5
ORD-011059,CUST-04688,RI,3/20/2023,Spring,Monday,Electronics,Cameras,829.19,1,829.19,0,0,829.19,PayPal,Desktop,Gold,3,No,3
ORD-011060,CUST-06653,TX,03-05-2024,Spring,Tuesday,Home & Kitchen,Decor,386.66,1,386.66,0,0,386.66,Apple Pay,Mobile,Bronze,4,No,2
ORD-011061,CUST-07520,GA,09-06-2022,Fall,Tuesday,Automotive,Car Accessories,111.84,4,447.36,15,67.1,380.26,Debit Card,Mobile,Gold,3,No,5
ORD-011062,CUST-05974,IN,2/28/2024,Winter,Wednesday,Electronics,Tablets,478.4,1,478.4,25,119.6,358.8,PayPal,Tablet,Gold,4,No,4
ORD-011063,CUST-01956,VT,05-08-2023,Spring,Monday,Health & Wellness,Medical Devices,55.02,1,55.02,0,0,55.02,Apple Pay,Tablet,Bronze,4,No,1
ORD-011064,CUST-01717,OR,5/15/2024,Spring,Wednesday,Grocery,Bakery,42.41,1,42.41,0,0,42.41,Buy Now Pay Later,Tablet,Silver,4,No,5
ORD-011065,CUST-04861,WY,5/31/2023,Spring,Wednesday,Toys & Games,Action Figures,10.55,1,10.55,0,0,10.55,Credit Card,Desktop,Gold,3,No,5
ORD-011066,CUST-03272,CT,4/16/2022,Spring,Saturday,Sports & Outdoors,Fitness Equipment,230.59,1,230.59,5,11.53,219.06,Debit Card,Desktop,Gold,1,No,5
ORD-011067,CUST-08195,WY,7/21/2022,Summer,Thursday,Grocery,Organic,22.11,2,44.22,5,2.21,42.01,Credit Card,Desktop,Platinum,2,No,3
ORD-011068,CUST-08679,FL,12-09-2022,Winter,Friday,Automotive,Car Care,98.04,1,98.04,20,19.61,78.43,Gift Card,Desktop,Bronze,4,No,4
ORD-011069,CUST-02595,MN,6/20/2022,Summer,Monday,Grocery,Snacks,18.34,1,18.34,0,0,18.34,Credit Card,Tablet,Platinum,3,No,5
ORD-011070,CUST-07149,ND,08-07-2024,Summer,Wednesday,Home & Kitchen,Bedding,66.6,1,66.6,0,0,66.6,Apple Pay,Mobile,Platinum,5,No,4
ORD-011071,CUST-06436,NH,11/17/2022,Fall,Thursday,Sports & Outdoors,Camping Gear,69.75,1,69.75,15,10.46,59.29,Debit Card,Tablet,Bronze,3,No,4
ORD-011072,CUST-05021,MD,09-01-2023,Fall,Friday,Clothing,Bottoms,126.87,2,253.74,0,0,253.74,Gift Card,Tablet,Silver,5,No,4
ORD-011073,CUST-01961,NV,1/29/2024,Winter,Monday,Automotive,Tools,45.65,1,45.65,10,4.57,41.08,Apple Pay,Desktop,Gold,5,No,5
ORD-011074,CUST-02102,MA,8/24/2022,Summer,Wednesday,Clothing,Bottoms,31.63,2,63.26,15,9.49,53.77,Buy Now Pay Later,Desktop,Bronze,2,No,4
ORD-011075,CUST-08823,LA,09-03-2023,Fall,Sunday,Clothing,Footwear,23.08,1,23.08,0,0,23.08,Debit Card,Tablet,Platinum,2,No,4
ORD-011076,CUST-02689,NY,6/17/2022,Summer,Friday,Sports & Outdoors,Water Sports,150.85,4,603.4,0,0,603.4,Debit Card,Tablet,Bronze,4,No,5
ORD-011077,CUST-05321,NY,01-02-2023,Winter,Monday,Grocery,Dairy,29.88,3,89.64,0,0,89.64,Google Pay,Tablet,Bronze,4,No,4
ORD-011078,CUST-06623,CT,12-11-2023,Winter,Monday,Grocery,Bakery,13.25,1,13.25,5,0.66,12.59,Gift Card,Desktop,Silver,3,No,4
ORD-011079,CUST-01164,FL,4/15/2024,Spring,Monday,Beauty & Personal Care,Skincare,7.17,1,7.17,15,1.08,6.09,Debit Card,Desktop,Gold,2,No,4
ORD-011080,CUST-06442,KY,08-09-2023,Summer,Wednesday,Health & Wellness,Vitamins,93.65,1,93.65,0,0,93.65,Gift Card,Mobile,Platinum,2,No,5
ORD-011081,CUST-02314,NV,04-06-2022,Spring,Wednesday,Grocery,Organic,30.98,1,30.98,0,0,30.98,Credit Card,Tablet,Gold,1,No,4
ORD-011082,CUST-02317,KY,8/15/2024,Summer,Thursday,Clothing,Accessories,182.68,1,182.68,20,36.54,146.14,Gift Card,Desktop,Gold,3,No,5
ORD-011083,CUST-05769,SC,10-09-2022,Fall,Sunday,Grocery,Snacks,29.77,1,29.77,0,0,29.77,Apple Pay,Tablet,Silver,3,No,5
ORD-011084,CUST-08737,CA,4/21/2024,Spring,Sunday,Electronics,Smartphones,583.54,1,583.54,0,0,583.54,Gift Card,Tablet,Bronze,2,No,5
ORD-011085,CUST-01795,NM,02-04-2025,Winter,Tuesday,Home & Kitchen,Bedding,315.44,2,630.88,0,0,630.88,Apple Pay,Tablet,Silver,1,No,4
ORD-011086,CUST-05570,NC,11/26/2024,Fall,Tuesday,Clothing,Outerwear,91.17,2,182.34,0,0,182.34,Gift Card,Tablet,Silver,4,No,3
ORD-011087,CUST-06285,TN,6/19/2023,Summer,Monday,Grocery,Dairy,15.06,1,15.06,0,0,15.06,Debit Card,Desktop,Bronze,3,No,5
ORD-011088,CUST-08279,MT,8/26/2023,Summer,Saturday,Grocery,Dairy,39.35,1,39.35,0,0,39.35,Buy Now Pay Later,Tablet,Platinum,4,No,4
ORD-011089,CUST-02112,OR,04-11-2022,Spring,Monday,Books,Non-Fiction,48.05,1,48.05,5,2.4,45.65,Gift Card,Mobile,Gold,2,No,2
ORD-011090,CUST-06921,HI,11-10-2023,Fall,Friday,Automotive,Parts,246.7,4,986.8,0,0,986.8,Apple Pay,Mobile,Silver,4,No,5
ORD-011091,CUST-06014,AZ,12-12-2023,Winter,Tuesday,Grocery,Snacks,34.5,1,34.5,0,0,34.5,Buy Now Pay Later,Tablet,Platinum,3,No,4
ORD-011092,CUST-03706,NV,10-05-2022,Fall,Wednesday,Grocery,Dairy,27.49,1,27.49,20,5.5,21.99,Debit Card,Desktop,Bronze,3,No,4
ORD-011093,CUST-03599,AR,09-11-2024,Fall,Wednesday,Toys & Games,Outdoor Toys,129,1,129,25,32.25,96.75,PayPal,Tablet,Bronze,3,No,4
ORD-011094,CUST-04236,VA,06-06-2023,Summer,Tuesday,Home & Kitchen,Cookware,374.26,5,1871.3,15,280.7,1590.6,Gift Card,Tablet,Gold,4,No,3
ORD-011095,CUST-08804,MT,5/24/2022,Spring,Tuesday,Home & Kitchen,Appliances,272.39,1,272.39,0,0,272.39,Credit Card,Mobile,Bronze,3,No,3
ORD-011096,CUST-08325,WI,8/21/2022,Summer,Sunday,Clothing,Tops,115.2,1,115.2,10,11.52,103.68,Apple Pay,Desktop,Platinum,5,No,5
ORD-011097,CUST-02437,WA,8/28/2022,Summer,Sunday,Automotive,Car Care,255.14,1,255.14,0,0,255.14,Gift Card,Tablet,Silver,2,No,5
ORD-011098,CUST-03969,WV,7/25/2023,Summer,Tuesday,Health & Wellness,Fitness Accessories,105.82,4,423.28,0,0,423.28,Debit Card,Mobile,Bronze,5,Yes,2
ORD-011099,CUST-07716,GA,3/26/2023,Spring,Sunday,Electronics,Laptops,356.57,1,356.57,20,71.31,285.26,Debit Card,Mobile,Silver,1,No,5
ORD-011100,CUST-08132,TX,02-11-2025,Winter,Tuesday,Health & Wellness,Vitamins,15.68,1,15.68,15,2.35,13.33,Google Pay,Desktop,Bronze,4,No,4
